services,date,time,ride_status,source,destination,duration,ride_id,distance,ride_charge,misc_charge,total_fare,payment_method
parcel,2024-06-22,18:43:01.658424,completed,Adugodi Summit,Horamavu Cross,10.0,RD1265315805992573,2.39,47.94,31.35,79.29,GPay
cab economy,2024-07-03,02:58:36.658424,completed,koramangala,Anekal Vista,24.0,RD9118509690576041,8.36,260.06,2.99,263.05,QR scan
parcel,2024-07-05,08:34:58.658424,completed,Kothaguda Cross,Horamavu Banaswadi Landing,35.0,RD8534651463076032,10.6,202.85,4.45,207.3,Amazon Pay
cab economy,2024-07-18,07:28:18.658424,completed,Koramangala ,Rajajinagar Square,19.0,RD0147171338276569,5.23,162.24,12.72,174.96,
auto,2024-06-26,06:21:05.658424,completed,Thanisandra Cut,Arekere Passage,10.0,RD0412910722298272,4.25,99.04,9.36,108.4,Amazon Pay
bike lite,2024-07-03,22:07:04.658424,completed,Gottigere View,Nayandahalli Cove,27.0,RD3994762935789409,4.17,48.09,1.21,49.3,Paytm
bike,2024-08-07,07:22:38.658424,completed,Chikkabellandur Quarry,Banashankari Park,9.0,RD8540126797536237,2.62,,,,
parcel,2024-08-09,17:18:42.658424,completed,Adugodi Landing,HSR Layout Loop,5.0,RD1433428578200740,1.24,43.16,1.36,44.52,
bike,2024-08-15,11:26:27.658424,completed,Seshadripuram Pier,Gottigere Bay,19.0,RD1296855681366081,4.18,59.39,4.2,63.59,QR scan
parcel,2024-07-17,18:26:30.658424,completed,ITI Layout Mews,Horamavu Agara Mews,13.0,RD7446277782473327,2.15,51.67,12.63,64.3,Paytm
cab economy,2024-07-20,10:34:07.658424,completed,Horamavu Cutting,Avalahalli Area,30.0,RD5595769436228441,5.58,262.23,0.23,262.46,GPay
auto,2024-08-06,11:04:40.658424,completed,Bellandur Outer Ring Road Harbor,Hosur Sarjapur Road Layout Esplanade,8.0,RD0832764492688387,2.86,67.33,17.36,84.69,Paytm
cab economy,2024-06-23,07:32:11.658424,completed,Chandra Layout Station,KR Puram Terrace,23.0,RD6145839223442598,9.32,,,,
cab economy,2024-08-03,16:08:26.658424,completed,Thanisandra 3rd Stage,Agrahara Layout 3rd Block,23.0,RD6876941505527797,8.06,198.15,22.36,220.51,GPay
parcel,2024-08-15,15:46:36.658424,completed,Kudlu Passage,Kanakapura Harbor,23.0,RD5609404130923499,9.16,107.18,5.95,113.13,QR scan
bike lite,2024-07-25,08:06:57.658424,completed,Hosur Sarjapur Road Layout Quarry,Doddaballapur Ridge,25.0,RD0498626538865838,4.14,50.49,0.81,51.3,QR scan
bike lite,2024-06-17,08:35:23.658424,completed,Avalahalli Pier,Varthur Promenade,23.0,RD3538706800210912,4.75,79.29,7.29,86.58,Paytm
parcel,2024-07-23,20:28:32.658424,completed,Nandini Layout Nagar,Nagasandra Quarry,30.0,RD0878523331200225,7.77,91.83,1.78,93.61,QR scan
 auto,12/07/2024,02:44:56.658424,completed,Sanjay Nagar Promenade,Sonnenahalli Valley,64.0,RD0197512150529970,21.6,545.64,1.45,547.09,Amazon Pay
bike lite,2024-06-28,15:56:31.658424,completed,Marathahalli Fields,Ashok Nagar Side,5.0,RD5915522352893847,0.93,16.72,8.38,25.1,Amazon Pay
Bike,2024-07-15,02:05:21.658424,completed,Ashok Nagar Terrace,Chikkagubbi Boulevard,9.0,RD8583246114982889,3.19,,,,
bike,2024-07-17,02:50:59.658424,cancelled,Nagarbhavi Commons,Thanisandra Mews,6.0,RD9274701230422237,2.24,,,,
cab economy,2024-08-03,00:08:38.658424,completed,Nandini Layout Valley,RMV 2nd Stage Area,33.0,RD4488525578004000,7.86,309.01,5.64,314.65,QR scan
cab economy,14/08/2024,12:07:51.658424,completed,Seshadripuram Place,Benson Town Quarters,12.0,RD5688363444065104,5.8,150.46,8.25,158.71,Paytm
cab economy,2024-08-05,07:06:22.658424,completed,Kanakapura Heights,Madiwala Fields,58.0,RD6181876670392132,16.15,412.86,3.16,416.02,Amazon Pay
auto,2024-07-05,20:52:46.658424,completed,Dasarahalli Fork,Anekal Quarry,28.0,RD8968008905330059,7.58,169.71,5.27,174.98,Amazon Pay
auto,2024-07-20,21:47:33.658424,completed,Ganganagar Layout,Dasarahalli 2nd Block,14.0,RD5225079117137012,3.34,89.65,2.34,91.99,
cab economy,2024-08-10,01:45:56.658424,completed,Gottigere View,Kanakapura Enclave,13.0,RD4415186237326848,3.53,164.49,1.42,165.91,Paytm
bike,2024-07-14,17:14:04.658424,completed,Thanisandra Village,Madiwala Pointe,30.0,RD5235820709311809,6.35,144.36,3.9,148.26,QR scan
cab economy,12/07/2024,07:02:32.658424,completed,Hosur Road Promenade,Koramangala 8th Block Station,89.0,RD0069949430993296,30.5,677.02,5.16,682.18,Amazon Pay
bike,2024-07-04,07:07:17.658424,completed,Horamavu Alcove,Banaswadi Side,17.0,RD0171920375781888,3.72,52.45,21.59,74.04,QR scan
cab economy,2024-07-21,08:39:56.658424,completed,Nelamangala Township,Hebbal Kempapura Sector,47.0,RD9337756328839464,8.97,338.6,10.56,349.16,
parcel,2024-08-13,09:03:01.658424,completed,Jalahalli Cutting,Ganganagar Hills,8.0,RD2250899041781841,2.27,60.29,6.1,66.39,
auto,2024-08-06,20:46:57.658424,completed,Bellandur Outer Ring Road Extension,Chikka Banaswadi Pier,15.0,RD6481040990153781,3.22,93.5,19.72,113.22,QR scan
bike,2024-07-06,06:07:48.658424,completed,Bellandur Outer Ring Road Close,Kalena Agrahara Place,16.0,RD6159561959545798,2.34,46.02,0.77,46.79,QR scan
parcel,2024-08-11,16:34:04.658424,completed,KR Puram Esplanade,Vidyaranyapura Loop,7.0,RD5212016574139507,3.58,47.71,4.31,52.02,GPay
bike lite,14/08/2024,03:19:06.658424,completed,Sonnenahalli Area,Kothnur Promenade,11.0,RD2750893839796986,3.8,39.51,3.48,42.99,Amazon Pay
parcel,2024-07-06,07:22:13.658424,completed,Frazer Town Complex,RMV 2nd Stage Crescent,27.0,RD4676440693315444,11.38,121.83,1.79,123.62,Paytm
bike,2024-07-24,12:04:46.658424,completed,Varthur Arcade,Billekahalli Farms,24.0,RD2823208194605684,8.56,84.51,1.42,85.93,QR scan
bike,2024-08-03,11:56:38.658424,completed,Bommanahalli Square,Doddakannelli Ridge,7.0,RD0161857761980214,1.77,30.79,8.07,38.86,Amazon Pay
auto,29/07/2024,05:12:57.658424,completed,Bagalur Hills,HRBR Layout Hills,40.0,RD8185564196143207,15.16,328.38,6.7,335.08,Amazon Pay
cab economy,2024-08-02,20:31:35.658424,completed,Bellandur Outer Ring Road Side,Vijayanagar Bridge,22.0,RD2947087388444039,6.03,177.47,15.82,193.29,QR scan
bike,2024-07-22,04:11:20.658424,completed,koramangala,Ramamurthy Nagar Nagar,21.0,RD8803869215889395,4.04,,,,
bike,2024-07-05,06:17:36.658424,completed,Nagwara Road,Hulimavu Pier,24.0,RD3739154937541647,8.36,84.53,0.73,85.26,Paytm
auto,2024-07-19,23:37:35.658424,completed,Basavanagudi Promenade,Naganathapura Boulevard,26.0,RD2073737561995020,8.96,232.45,6.21,238.66,Amazon Pay
auto,2024-07-08,23:26:53.658424,completed,Hennur Road 6th Block,Kanakapura Landing,16.0,RD9477727307370248,6.03,143.0,5.25,148.25,QR scan
bike,2024-07-21,17:34:59.658424,completed,Koramangala 7th Block Landing,Ganganagar Meadows,44.0,RD4591133615587354,8.5,152.88,1.85,154.73,GPay
parcel,2024-07-15,04:33:35.658424,cancelled,Banaswadi Valley,HRBR Layout Dam,42.0,RD6983205500894164,15.34,,,,
auto,2024-07-27,12:46:37.658424,completed,Nagawara Station,Basaveshwaranagar Side,17.0,RD2699492805255886,4.46,112.51,3.77,116.28,Paytm
auto,2024-07-11,07:40:14.658424,completed,Mysore Road 5th Stage,Subramanyapura Vista,13.0,RD2898616378510683,4.54,102.56,26.04,128.6,GPay
bike,2024-07-06,02:04:40.658424,completed,Bhuvaneshwari Nagar Pier,VV Puram Alcove,22.0,RD6767797322094490,6.05,79.38,7.28,86.66,Amazon Pay
parcel,2024-07-28,00:38:38.658424,completed,Chikkagubbi Quarters,Vasanth Nagar Meadows,12.0,RD4581306223270218,6.77,94.03,20.11,114.14,GPay
auto,2024-08-02,17:17:15.658424,completed,Adugodi Viewpoint,Hulimavu Close,5.0,RD3211139220382227,2.39,,,,
cab economy,2024-08-13,12:49:32.658424,completed,Bhuvaneshwari Nagar Works,VV Puram Nagar,11.0,RD1149471030220791,3.54,122.48,7.25,129.73,GPay
parcel,2024-07-24,21:24:27.658424,completed,Banaswadi 2nd Block,Jalahalli Works,8.0,RD0024019901681445,4.14,57.43,0.83,58.26,QR scan
bike lite,2024-08-10,05:23:37.658424,cancelled,Sahakar Nagar Cove,Banashankari Cove,11.0,RD7136141266866286,1.89,,,,
parcel,2024-06-25,13:22:39.658424,cancelled,Madiwala Arcade,Doddakannelli 6th Stage,28.0,RD9990418346739416,12.0,,,,
bike lite,2024-08-09,11:34:09.658424,completed,Bommasandra Yard,Horamavu Agara Sector,14.0,RD1074940166625299,2.49,33.23,28.1,61.33,GPay
bike,2024-06-17,20:56:23.658424,completed,Billekahalli 6th Stage,Koramangala Station,12.0,RD5797531204488105,2.42,36.58,4.1,40.68,Amazon Pay
bike,2024-07-28,02:21:30.658424,completed,Subramanyapura Pier,Nayandahalli 1st Block,9.0,RD9100841925677942,5.01,64.8,7.34,72.14,Amazon Pay
bike,2024-07-06,05:38:17.658424,completed,Koramangala 4th Block Pier,Hosur Sarjapur Road Layout Arcade,14.0,RD7697474074841390,5.75,78.44,3.53,81.97,Amazon Pay
bike,2024-08-06,01:42 PM,completed,Bagalur Drive,Thanisandra Quarters,14.0,RD0838689076317293,3.29,41.82,9.35,51.17,QR scan
parcel,2024-07-06,09:09:37.658424,completed,Balagere Mews,Yelahanka Close,17.0,RD5097699424821902,3.32,90.29,0.19,90.48,GPay
auto,2024-08-06,18:27:25.658424,completed,Malleshwaram Lane,Kothnur Mews,21.0,RD1312501215111644,3.73,122.57,0.73,123.3,Paytm
parcel,2024-07-15,17:39:54.658424,completed,Nagawara Bay,Koramangala Lane,22.0,RD5370743077432548,3.62,87.97,3.84,91.81,QR scan
cab economy,2024-07-21,00:14:50.658424,completed,Vidyaranyapura Extension,Ramamurthy Nagar Boulevard,9.0,RD4453109567152956,4.44,165.94,2.89,168.83,Amazon Pay
auto,2024-08-07,08:15:12.658424,completed,Chikkajala Colony,HRBR Layout Station,31.0,RD4853222820131882,4.38,228.57,9.05,237.62,GPay
 auto,2024-07-11,23:48:19.658424,completed,Babusapalya Landing,Kalyan Nagar Road,19.0,RD1724258009696931,5.4,133.85,7.63,141.48,GPay
auto,2024-07-23,13:20:52.658424,completed,Yelahanka New Town Farms,Kundalahalli Village,16.0,RD6813283176562486,5.6,123.84,2.06,125.9,Paytm
bike,2024-08-02,08:32:04.658424,cancelled,Horamavu Banaswadi Arc,Yeshwanthpur Track,22.0,RD2598850262977578,5.83,,,,
auto,2024-07-02,04:52:44.658424,completed,Kalyan Nagar Hills,Nayandahalli Woods,35.0,RD5886511634180881,11.0,269.0,6.99,275.99,Amazon Pay
bike,2024-08-01,16:51:59.658424,completed,BTM Layout Summit,Benson Town Way,8.0,RD9786913885732991,1.59,27.98,0.77,28.75,Amazon Pay
cab economy,2024-07-30,07:19:26.658424,completed,KR Puram Farms,Kengeri Square,34.0,RD6956236989444630,10.09,258.16,1.91,260.07,QR scan
bike,2024-06-18,11:30:58.658424,completed,Domlur Nagar,Agara Woods,5.0,RD1123221637339393,1.31,29.02,0.89,29.91,Paytm
 bike,2024-07-29,09:46:10.658424,cancelled,Jakkasandra Esplanade,Shivaji Nagar Vista,26.0,RD0313796784025343,2.86,,,,
Auto,2024-07-14,21:46:35.658424,completed,Bhuvaneshwari Nagar 2nd Stage,Sarjapur Yard,15.0,RD8942263573259937,3.67,,,,
bike,2024-07-13,02:40:24.658424,cancelled,Tavarekere Circle,Kanaka Nagar Estate,25.0,RD4438904091363968,7.28,,,,
bike,2024-06-27,05:08:18.658424,completed,Sanjay Nagar 6th Stage,Subbanna Palya Landing,19.0,RD8700338124251493,8.18,107.5,0.49,107.99,Paytm
bike lite,2024-08-06,10:36:21.658424,completed,Yelahanka New Town Commons,Kalyan Nagar Summit,24.0,RD1065947833007579,3.41,60.94,0.98,61.92,Paytm
auto,2024-06-18,03:27:43.658424,completed,Dodda Banaswadi 3rd Block,Bellandur Outer Ring Road Passage,30.0,RD6146046118511084,14.7,368.71,2.9,371.61,Amazon Pay
parcel,2024-08-11,08:55:40.658424,completed,Pai Layout Station,Lingarajapuram District,21.0,RD4139645915086123,2.86,77.31,1.1,78.41,QR scan
bike,2024-07-26,17:59:21.658424,completed,Kaval Byrasandra Trail,Kaggalipura Terrace,22.0,RD3000307619442829,1.83,72.93,3.94,76.87,QR scan
bike,2024-06-18,19:54:42.658424,completed,Billekahalli Hills,Vijayanagar Quarry,51.0,RD5593978426828941,12.52,156.61,1.58,158.19,GPay
bike lite,2024-07-01,16:15:45.658424,completed,Kaval Byrasandra Alcove,Hosur Cut,18.0,RD5960779896556976,6.5,52.58,11.17,63.75,Amazon Pay
parcel,2024-07-08,16:20:22.658424,completed,MG Road Colony,Yelahanka Bridge,5.0,RD3464494641312394,1.64,35.41,24.68,60.09,Amazon Pay
auto,2024-07-16,13:33:19.658424,completed,Koramangala ,RMV 2nd Stage Commons,12.0,RD4827609314127289,5.46,112.15,4.74,116.89,QR scan
bike,2024-07-12,07:24:22.658424,completed,Hoodi 6th Stage,Sonnenahalli 3rd Block,18.0,RD8903727155502466,4.77,61.59,10.43,72.02,Paytm
parcel,2024-08-01,05:11:20.658424,completed,Hennur Road Village,Hennur Complex,22.0,RD1290446327962862,8.09,114.29,1.97,116.26,QR scan
bike,2024-08-04,08:13:46.658424,completed,Kaval Byrasandra Lane,Mahadevapura Close,11.0,RD1039080435127386,1.52,51.71,3.65,55.36,GPay
cab economy,2024-07-30,15:49:38.658424,completed,Kundalahalli 1st Stage,Agrahara Layout Complex,20.0,RD2773889368899779,6.9,178.97,6.53,185.5,GPay
parcel,2024-08-04,06:17 PM,completed,Madivala Quay,Nagarbhavi Layout,28.0,RD7350219941932585,5.22,120.81,3.9,124.71,Amazon Pay
cab economy,2024-07-11,00:18:08.658424,cancelled,Banashankari Bridge,RMV 2nd Stage Viewpoint,22.0,RD2365434297871633,4.01,,,,
auto,2024-07-30,00:37:46.658424,cancelled,Munnekollal Bay,Hennur Road Vista,20.0,RD1670035816439695,7.46,,,,
auto,2024-07-01,11:06:59.658424,completed,Hennur Colony,Magadi Road 3rd Block,36.0,RD2541629773308326,11.68,215.07,16.58,231.65,Paytm
parcel,2024-07-06,22:54:25.658424,completed,Yeshwanthpur 5th Block,Madiwala 5th Block,32.0,RD5216758937369375,7.87,105.8,12.87,118.67,Paytm
cab economy,2024-08-16,06:12:05.658424,completed,Bikasipura Road,Chikkagubbi Meadows,11.0,RD9117098208220754,4.15,125.17,7.5,132.67,Amazon Pay
bike,2024-07-08,14:12:00.658424,cancelled,HRBR Layout Heights,Nagwara Summit,13.0,RD3728098748555611,5.54,,,,
bike lite,2024-08-16,09:40:21.658424,completed,Ashok Nagar Vista,Kasavanahalli Cutting,10.0,RD3130086542752398,1.27,34.69,22.03,56.72,GPay
cab economy,2024-08-10,14:23:41.658424,completed,Ganganagar Run,Rajajinagar Mews,24.0,RD1624716505830773,6.06,199.36,2.29,201.65,GPay
auto,2024-07-15,17:07:30.658424,cancelled,Koramangala ,BTM Layout Heights,41.0,RD8679278199358378,8.42,,,,
bike,2024-07-14,04:21:27.658424,completed,Seshadripuram Depot,Kothnur Square,23.0,RD6541348547594080,10.92,111.65,3.0,114.65,QR scan
cab economy,2024-07-01,02:07:02.658424,completed,Banashankari Fork,Pai Layout Landing,19.0,RD1235162637942965,6.83,211.97,2.34,214.31,GPay
bike lite,2024-07-30,07:33:20.658424,completed,Kormangala,HSR Layout Commons,19.0,RD5006693610602273,4.24,39.9,7.4,47.3,Amazon Pay
bike lite,2024-07-07,21:07:02.658424,completed,Hosur Road Alcove,BTM Layout Works,12.0,RD7028891116504647,3.9,38.13,7.82,45.95,Amazon Pay
auto ,2024-08-04,00:40:11.658424,completed,Koramangala ,Balagere Square,15.0,RD8104458334190926,9.63,209.14,17.01,226.15,GPay
bike,2024-08-02,19:24:46.658424,completed,BTM Layout Pointe,ITI Layout Depot,15.0,RD4546389732083208,3.19,,,,
cab economy,2024-08-10,15:58:06.658424,completed,Kalyan Nagar 5th Block,Hosur Road Square,31.0,RD5563144823357379,14.05,285.7,10.84,296.54,Amazon Pay
cab economy,2024-08-09,23:13:56.658424,completed,Vijayanagar Circle,Bhuvaneshwari Nagar 1st Stage,13.0,RD9245014889028133,6.44,220.94,3.2,224.14,QR scan
auto,2024-07-03,23:53:13.658424,completed,Koramangala ,Chikkagubbi 5th Block,13.0,RD2892764884729923,4.04,,,,
parcel,2024-08-08,14:51:51.658424,completed,Dasarahalli Esplanade,Sonnenahalli Garden,15.0,RD7917981977119027,7.05,83.19,0.74,83.93,GPay
bike lite,2024-08-05,00:41:03.658424,cancelled,Byatarayanapura Mews,Jalahalli 6th Stage,15.0,RD0330202489867981,4.75,,,,
parcel,2024-08-09,23:16:20.658424,completed,Kaval Byrasandra Commons,Bellandur Close,48.0,RD7046801163477278,18.67,241.94,11.27,253.21,QR scan
 cab economy,2024-06-24,23:23:21.658424,completed,Nandini Layout Plaza,Chikkagubbi Commons,108.0,RD1658817485347640,40.82,1081.28,0.23,1081.51,Paytm
parcel,2024-08-05,19:06:19.658424,cancelled,Hosur Road Way,Rachenahalli Plaza,72.0,RD6807098335280593,13.08,,,,
bike,2024-07-04,21:38:36.658424,completed,Ganganagar Drive,Dodda Banaswadi Colony,25.0,RD4832178214668565,8.88,77.77,2.34,80.11,Paytm
parcel,2024-08-13,17:44:56.658424,completed,Babusapalya Circle,Mahadevapura Cross,21.0,RD7953927861082127,3.74,113.03,5.96,118.99,QR scan
bike,2024-08-06,21:37:25.658424,completed,Ulsoor 3rd Block,Pai Layout Square,38.0,RD4495252032203836,12.3,107.9,18.45,126.35,GPay
 auto,2024-07-28,08:21:24.658424,cancelled,Horamavu Agara Depot,BTM 2nd Stage Arc,28.0,RD2712224324925210,5.36,,,,
Auto,2024-08-14,01:38:27.658424,completed,Rachenahalli 1st Stage,Madivala Esplanade,33.0,RD6724398017172908,9.59,261.39,12.63,274.02,GPay
bike,2024-08-09,07:37:06.658424,completed,Benniganahalli District,Doddaballapur Hills,17.0,RD1622438439677779,4.61,56.41,1.28,57.69,Amazon Pay
bike,2024-07-10,03:16:23.658424,completed,Amruthahalli Landing,Kalyan Nagar Alcove,7.0,RD2271213275674227,2.66,49.74,0.74,50.48,QR scan
bike,2024-08-02,13:18:04.658424,completed,Kalyan Nagar Crescent,Ramamurthy Nagar Farms,33.0,RD2703684654840685,10.17,104.71,13.18,117.89,Amazon Pay
auto,2024-06-17,11:09:30.658424,completed,BTM Layout Way,Byatarayanapura Cut,38.0,RD2897540332508320,9.73,211.02,17.65,228.67,Paytm
parcel,2024-08-13,09:29:22.658424,completed,Agrahara Layout Garden,Kadugodi Quarters,27.0,RD2413976373094200,4.73,125.64,4.82,130.46,Paytm
cab economy,2024-07-26,09:39:38.658424,completed,Koramangala ,Ramamurthy Nagar 2nd Stage,55.0,RD5525133562254295,10.2,502.2,4.02,506.22,Paytm
bike,2024-06-29,04:51:18.658424,completed,Madiwala Drive,Basavanagudi 2nd Stage,33.0,RD8286551387968182,10.14,119.65,2.79,122.44,
cab economy,2024-08-11,06:08:58.658424,completed,BTM 2nd Stage Arcade,Chikka Banaswadi Commons,37.0,RD6795001369384443,13.47,292.77,24.51,317.28,QR scan
bike,2024-07-26,08:21:25.658424,completed,Hebbal Arcade,Basavanagudi Lane,6.0,RD2533868385589208,1.86,33.14,4.44,37.58,Paytm
bike,2024-08-13,23:12:59.658424,completed,Kanakapura 4th Block,Chikkagubbi Quarters,17.0,RD4673845383708462,4.17,71.29,2.75,74.04,Amazon Pay
bike lite,2024-08-05,13:42:12.658424,completed,Dooravani Nagar Depot,MG Road Cross,30.0,RD1447308236745596,14.04,91.27,0.94,92.21,Paytm
bike,2024-07-21,16:41:07.658424,cancelled,Seshadripuram District,Gottigere Quarters,16.0,RD9481861890897925,7.42,,,,
auto,2024-07-09,03:03:23.658424,cancelled,Balagere Heights,Marathahalli Quay,22.0,RD8183286851577498,6.69,,,,
parcel,2024-07-14,15:23:01.658424,completed,Ulsoor View,Adugodi Place,18.0,RD3537709031734386,3.69,54.52,2.76,57.28,Paytm
parcel,2024-06-25,19:07:04.658424,cancelled,Banaswadi Pier,Hebbal Track,31.0,RD9344898448819719,4.52,,,,
parcel,2024-08-08,19:59:06.658424,cancelled,Bommanahalli Pointe,Horamavu Agara Drive,36.0,RD9799686764183033,7.13,,,,
bike,2024-08-06,07:15:06.658424,cancelled,Bellandur Outer Ring Road Dam,Basavanagudi Fields,16.0,RD9216862658907501,7.72,,,,
bike lite,2024-07-14,04:58:03.658424,completed,Agrahara Layout Alcove,Kothaguda Alley,36.0,RD8649338041201586,9.34,,,,
auto,2024-06-28,04:04:43.658424,cancelled,Ganganagar 3rd Block,Basavanagudi Road,35.0,RD9835141740676513,9.54,,,,
bike,2024-07-09,12:17:04.658424,completed,Billekahalli Woods,Sadashiva Nagar 6th Stage,6.0,RD6100048615022632,3.66,42.23,9.32,51.55,Paytm
bike,2024-07-09,19:23:25.658424,completed,Doddakannelli Trail,Nagarbhavi Trail,18.0,RD7267401361837941,2.29,45.96,11.38,57.34,QR scan
bike,2024-07-05,07:59:30.658424,completed,Kumaraswamy Layout Way,Bellandur Outer Ring Road Enclave,29.0,RD1433176047207037,13.46,101.24,15.62,116.86,QR scan
auto,2024-08-12,05:13:05.658424,completed,Jalahalli 1st Stage,Dodda Banaswadi 5th Stage,8.0,RD6421070304615734,3.52,103.67,13.05,116.72,QR scan
bike,2024-07-01,17:49:49.658424,completed,Sadashiva Nagar 2nd Stage,Hebbal Way,18.0,RD3912507450300297,4.77,59.06,1.66,60.72,Paytm
auto,2024-06-21,12:25:44.658424,completed,Jalahalli Park,HRBR Layout Quarry,17.0,RD0299544749848316,9.26,156.29,34.23,190.52,GPay
auto,2024-08-01,12:19:08.658424,completed,Rachenahalli Layout,Nagawara Station,33.0,RD9746908876360264,10.94,,,,
bike,2024-07-21,20:39:08.658424,cancelled,Peenya Sector,Ganganagar Road,8.0,RD7853834562570665,3.95,,,,
bike lite,2024-07-31,01:16:22.658424,completed,Kudlu Zone,Munnekollal Pointe,22.0,RD5377880332175535,4.37,62.46,17.78,80.24,GPay
auto,2024-07-10,01:30:43.658424,completed,Billekahalli 3rd Stage,Nagarbhavi Viewpoint,14.0,RD5411617788899742,6.02,148.06,11.41,159.47,Paytm
bike lite,2024-06-26,08:43:13.658424,completed,Benniganahalli Boulevard,RMV 2nd Stage Promenade,25.0,RD3610465886242939,5.14,79.63,8.69,88.32,GPay
auto,2024-06-27,10:15:43.658424,completed,Kormangala,Bommasandra Road,29.0,RD2051415747611429,6.74,259.85,6.39,266.24,QR scan
parcel,2024-07-08,01:32:05.658424,cancelled,ITI Layout Esplanade,Frazer Town Woods,28.0,RD5127421296778635,8.5,,,,
cab economy,2024-06-29,14:06:42.658424,completed,Horamavu Agara Enclave,Horamavu Agara Quarters,44.0,RD1879578571160248,18.11,362.45,9.4,371.85,QR scan
auto,2024-07-24,11:08:08.658424,completed,Kadubeesanahalli Mews,Ulsoor Run,5.0,RD8937650239008198,1.6,48.38,21.6,69.98,QR scan
bike,2024-08-12,04:56:27.658424,completed,Ramnagar Close,Chikka Banaswadi Square,7.0,RD6433224193343431,2.97,51.71,14.17,65.88,QR scan
auto,2024-07-11,08:57:40.658424,completed,Kormangala,Whitefield Enclave,64.0,RD2112373235050364,14.8,474.03,1.15,475.18,Paytm
auto,2024-07-17,22:30:55.658424,completed,Dodda Banaswadi Square,Koramangala 8th Block Crescent,25.0,RD6598529135124227,7.54,158.03,12.79,170.82,GPay
auto,2024-08-12,09:39:48.658424,completed,Vidya Vihar Depot,Chikkagubbi Fork,41.0,RD1114695465517956,8.8,274.55,16.55,291.1,QR scan
bike,2024-07-04,22:18:14.658424,completed,Agrahara Layout Loop,Domlur 5th Stage,8.0,RD5075888364296886,3.89,,,,
bike,2024-07-15,04:22:42.658424,cancelled,Hosur Quadrant,Horamavu District,10.0,RD3015778545876352,1.49,,,,
auto,2024-07-21,16:11:01.658424,completed,Dasarahalli Passage,Hebbal Mews,32.0,RD4858298862438533,7.49,171.1,17.21,188.31,Paytm
auto,2024-07-02,01:15:12.658424,completed,HRBR Layout 3rd Block,Bhadrappa Layout Cross,18.0,RD6874971666071196,8.14,197.02,6.02,203.04,GPay
bike,2024-07-06,17:03:46.658424,completed,Kasavanahalli Square,Bommanahalli 3rd Block,42.0,RD8008687847875087,9.02,146.95,0.51,147.46,Amazon Pay
parcel,2024-08-16,08:27 PM,completed,Sanjay Nagar Square,Nagwara View,35.0,RD3938562640471930,14.64,169.91,3.38,173.29,QR scan
auto,2024-07-12,08:19:49.658424,completed,Gottigere Pass,Benson Town Area,49.0,RD2141839803279439,7.77,370.73,1.37,372.1,QR scan
cab economy,2024-07-11,21:20:58.658424,completed,Hosur Sarjapur Road Layout Garden,Banashankari Passage,18.0,RD5581422092893679,3.88,151.59,12.32,163.91,Paytm
bike,2024-07-24,14:50:40.658424,completed,BTM Layout Pointe,Amruthahalli Cross,18.0,RD0580513733646075,3.71,55.09,8.95,64.04,GPay
cab economy,2024-06-27,07:49:55.658424,completed,Hoodi Works,Kadugodi Pier,31.0,RD9242849604304753,6.26,190.06,7.8,197.86,GPay
bike,2024-07-20,05:07:41.658424,completed,Kudlu Harbor,Anekal 5th Block,8.0,RD0438465982829177,1.03,32.44,6.62,39.06,Amazon Pay
auto,2024-07-20,06:57:35.658424,completed,Ashok Nagar Dam,Rajarajeshwari Nagar Alcove,42.0,RD6564469801489279,15.75,249.88,3.0,252.88,GPay
cab economy,2024-06-21,04:05:45.658424,completed,Gottigere Trail,Electronic City View,21.0,RD9895468562325698,7.68,284.25,5.77,290.02,
Auto,2024-07-16,09:56:42.658424,completed,Bommanahalli Enclave,Vidya Vihar Esplanade,177.0,RD7625945159183069,30.0,906.8,2.98,909.78,QR scan
parcel,2024-07-12,17:18:08.658424,completed,Chikkagubbi Track,Banerghatta Road Cross,67.0,RD5759226194776456,14.75,246.19,0.65,246.84,GPay
bike lite,2024-06-23,09:01:02.658424,cancelled,Hennur Road Terrace,Nayandahalli Cut,15.0,RD2976040213889474,3.59,,,,
auto,2024-07-26,00:04:48.658424,completed,Hennur Court,Nagwara Area,26.0,RD9253454598241422,12.25,241.6,10.64,252.24,GPay
bike,30/06/2024,19:12:56.658424,completed,Hosur Road Mews,Chikkagubbi Fields,15.0,RD8583503226166856,2.25,,,,
parcel,2024-07-03,07:55:11.658424,completed,Nelamangala Commons,Kothnur Place,25.0,RD6734697272005851,4.83,72.3,0.33,72.63,QR scan
parcel,2024-07-21,06:55:34.658424,completed,Shivaji Nagar Pointe,Pai Layout Nagar,11.0,RD3692716975213800,2.84,51.88,19.35,71.23,Amazon Pay
parcel,2024-07-16,12:04:41.658424,completed,Kadugodi Track,Horamavu Alcove,21.0,RD9964939783789254,6.08,73.46,9.66,83.12,QR scan
bike,2024-07-13,00:55:18.658424,completed,Jakkasandra Cross,Kasavanahalli Bay,27.0,RD6620040855970120,8.76,,,,
auto,2024-07-30,05:40:51.658424,completed,Attibele Crescent,BTM Layout Cut,34.0,RD5667791700113295,13.6,347.07,1.28,348.35,Amazon Pay
