services,date,ride_status,source,destination,duration,ride_id,distance,ride_charge,misc_charge,total_fare,payment_method,timestamp,year,month,hour,day_of_week,is_weekend,peak_hour,time_slot,completed,source_cancel_rate,demand_zone,demand_intensity,service_cancel_rate,avg_speed_kmh,fare_per_km,distance_category,duration_category,fare_category
bike,2024-07-03,completed,kaggalipura ridge,subramanyapura square,36,RD6892332790259072,7.56,122.29,1.51,123.8,amazon pay,2024-07-03 10:27:19,2024,7,10,2,0,1,late_morning,1,0.0,medium_demand,1.0,0.1036,12.6,16.38,medium,long,standard
bike,2024-07-19,completed,hosur road arc,hosur road square,48,RD6847268879390210,9.31,150.04,3.01,153.05,paytm,2024-07-19 09:34:54,2024,7,9,4,0,1,morning_rush,1,0.0,medium_demand,1.03,0.1036,11.64,16.44,medium,long,standard
cab_economy,2024-07-21,completed,hosur road square,jayanagar harbor,11,RD4790664513307428,4.36,196.1,1.79,197.89,amazon pay,2024-07-21 23:07:25,2024,7,23,6,1,0,late_night,1,0.1429,high_demand,0.96,0.1074,23.78,45.39,short,quick,premium
bike_lite,2024-08-03,completed,mahalakshmi layout 6th stage,subbanna palya crescent,22,RD4539705555185305,4.05,44.8,8.23,53.03,qr scan,2024-08-03 21:15:57,2024,8,21,5,1,0,night,1,0.0,high_demand,1.0,0.0995,11.05,13.09,short,moderate,budget
auto,2024-07-11,completed,ashok nagar pier,horamavu banaswadi loop,28,RD1948032214908416,5.85,209.05,2.25,211.3,paytm,2024-07-11 04:29:02,2024,7,4,3,0,0,late_night,1,0.0,medium_demand,1.0,0.1028,12.54,36.12,medium,moderate,premium
cab_economy,2024-07-12,cancelled,bhadrappa layout 6th block,anekal passage,11,RD0971038994920472,5.57,0.0,0.0,0.0,not_applicable,2024-07-12 16:15:35,2024,7,16,4,0,0,evening_rush,0,0.3333,low_demand,0.98,0.1074,30.38,0.0,medium,quick,cancelled
parcel,2024-06-18,cancelled,domlur township,amruthahalli zone,16,RD7909784104561516,2.54,0.0,0.0,0.0,not_applicable,2024-06-18 16:04:24,2024,6,16,1,0,0,evening_rush,0,0.25,medium_demand,0.98,0.1053,9.52,0.0,short,moderate,cancelled
bike,2024-07-04,completed,ramamurthy nagar 1st stage,kanaka nagar fields,6,RD0101857484827408,3.32,35.32,24.04,59.36,qr scan,2024-07-04 13:27:27,2024,7,13,3,0,0,afternoon,1,0.0,medium_demand,1.02,0.1036,33.2,17.88,short,quick,budget
auto,2024-06-25,completed,hrbr layout yard,jp nagar view,21,RD2595863895774785,5.82,156.09,1.31,157.4,paytm,2024-06-25 03:15:03,2024,6,3,1,0,0,late_night,1,0.125,high_demand,0.99,0.1028,16.63,27.04,medium,moderate,premium
bike,2024-07-09,cancelled,hennur yard,yelahanka new town arc,5,RD7898990301763276,3.34,0.0,0.0,0.0,not_applicable,2024-07-09 16:18:40,2024,7,16,1,0,0,evening_rush,0,0.1667,high_demand,0.98,0.1036,40.08,0.0,short,quick,cancelled
auto,2024-07-17,completed,nayandahalli yard,hosur terrace,18,RD1797457069676545,4.28,139.74,7.63,147.37,gpay,2024-07-17 02:41:47,2024,7,2,2,0,0,late_night,1,0.1667,high_demand,0.96,0.1028,14.27,34.43,short,moderate,standard
bike,2024-08-14,completed,yelahanka pointe,kothanur terrace,5,RD5338394987260054,2.58,42.47,5.28,47.75,qr scan,2024-08-14 00:50:36,2024,8,0,2,0,0,late_night,1,0.1,high_demand,0.98,0.1036,30.96,18.51,short,quick,budget
bike,2024-07-20,completed,ramamurthy nagar boulevard,amruthahalli fork,27,RD9099602319881831,6.73,77.95,5.26,83.21,gpay,2024-07-20 15:09:20,2024,7,15,5,1,0,afternoon,1,0.375,high_demand,1.0,0.1036,14.96,12.36,medium,moderate,standard
auto,2024-07-25,cancelled,yelahanka new town 3rd stage,nagarbhavi loop,27,RD9507303243703637,11.69,0.0,0.0,0.0,not_applicable,2024-07-25 00:07:55,2024,7,0,3,0,0,late_night,0,0.5,high_demand,0.98,0.1028,25.98,0.0,medium,moderate,cancelled
auto,2024-08-10,completed,jakkur drive,mahalakshmi layout passage,30,RD5503960784473781,6.9,239.46,13.6,253.06,qr scan,2024-08-10 17:55:03,2024,8,17,5,1,1,evening_rush,1,0.0,medium_demand,1.0,0.1028,13.8,36.68,medium,moderate,premium
bike,2024-07-03,completed,subbanna palya road,kengeri station,12,RD9644753239614210,3.5,44.96,10.26,55.22,amazon pay,2024-07-03 16:15:55,2024,7,16,2,0,0,evening_rush,1,0.25,medium_demand,0.98,0.1036,17.5,15.78,short,quick,budget
bike,2024-07-22,completed,bhadrappa layout layout,varthur 6th stage,6,RD6645197954372454,2.55,35.6,1.7,37.3,amazon pay,2024-07-22 14:23:09,2024,7,14,0,0,0,afternoon,1,0.0,high_demand,0.97,0.1036,25.5,14.63,short,quick,budget
bike,2024-06-18,completed,basavanagudi commons,amruthahalli close,11,RD1458455623518488,3.5,57.92,16.35,74.27,gpay,2024-06-18 05:25:46,2024,6,5,1,0,0,late_night,1,0.0,low_demand,1.01,0.1036,19.09,21.22,short,quick,budget
bike,2024-08-12,completed,bagalur bridge,koramangala 6th block 1st stage,16,RD3456554165480873,5.81,65.6,11.18,76.78,gpay,2024-08-12 20:04:03,2024,8,20,0,0,0,night,1,0.1111,high_demand,1.0,0.1036,21.79,13.22,medium,moderate,standard
auto,2024-06-19,completed,rajarajeshwari nagar loop,frazer town summit,13,RD8929585655213844,6.34,176.35,12.91,189.26,amazon pay,2024-06-19 05:39:36,2024,6,5,2,0,0,late_night,1,0.0,low_demand,1.01,0.1028,29.26,29.85,medium,quick,premium
bike,2024-07-13,completed,nagawara garden,dodda banaswadi 1st block,12,RD3166371543091642,1.85,54.29,7.04,61.33,amazon pay,2024-07-13 10:24:23,2024,7,10,5,1,1,late_morning,1,0.0,medium_demand,1.0,0.1036,9.25,33.15,short,quick,budget
bike_lite,2024-08-14,completed,nagawara lane,kasturi nagar track,6,RD3728833990022221,3.77,32.48,12.62,45.1,gpay,2024-08-14 13:38:35,2024,8,13,2,0,0,afternoon,1,0.0,low_demand,1.02,0.0995,37.7,11.96,short,quick,budget
bike,2024-07-27,completed,chikka banaswadi lane,iti layout drive,10,RD8102006966081480,2.3,34.4,4.16,38.56,amazon pay,2024-07-27 11:55:56,2024,7,11,5,1,0,late_morning,1,0.0,low_demand,1.05,0.1036,13.8,16.77,short,quick,budget
cab_economy,2024-08-15,completed,koramangala,kothnur dam,27,RD7731299869088340,8.23,214.54,5.52,220.06,gpay,2024-08-15 18:52:11,2024,8,18,3,0,1,evening_rush,1,0.1017,high_demand,1.0,0.1074,18.29,26.74,medium,moderate,premium
bike,2024-08-10,completed,whitefield complex,kothnur township,25,RD7917043185930273,11.53,91.83,30.29,122.12,paytm,2024-08-10 22:48:38,2024,8,22,5,1,0,night,1,0.0,low_demand,1.01,0.1036,27.67,10.59,medium,moderate,standard
parcel,2024-06-23,completed,shivaji nagar cut,chikkalasandra way,17,RD3609525309830183,10.36,181.61,4.41,186.02,gpay,2024-06-23 04:12:59,2024,6,4,6,1,0,late_night,1,0.1667,high_demand,1.0,0.1053,36.56,17.96,medium,moderate,premium
auto,2024-07-27,completed,avalahalli 1st block,kasturi nagar quadrant,62,RD6606438312092922,14.05,491.0,0.19,491.19,gpay,2024-07-27 09:01:55,2024,7,9,5,1,1,morning_rush,1,0.0,medium_demand,1.03,0.1028,13.6,34.96,medium,long,premium
bike,2024-07-22,completed,yelahanka new town village,bikasipura fork,20,RD8930504113078009,2.38,44.84,5.52,50.36,gpay,2024-07-22 19:17:40,2024,7,19,0,0,1,evening_rush,1,0.0,high_demand,0.99,0.1036,7.14,21.16,short,moderate,budget
parcel,2024-07-05,completed,giri nagar mews,ulsoor vista,22,RD4578462225003546,7.9,108.84,17.39,126.23,gpay,2024-07-05 02:42:44,2024,7,2,4,0,0,late_night,1,0.0,low_demand,0.96,0.1053,21.55,15.98,medium,moderate,standard
parcel,2024-07-26,completed,kr puram enclave,devarachikkanahalli 1st block,13,RD3150611500734270,5.12,91.39,7.47,98.86,amazon pay,2024-07-26 03:52:58,2024,7,3,4,0,0,late_night,1,0.0,low_demand,0.99,0.1053,23.63,19.31,medium,quick,standard
bike,2024-06-23,completed,koramangala 8th block village,hebbal kempapura square,34,RD1475310910560418,12.34,114.39,8.31,122.7,qr scan,2024-06-23 20:15:07,2024,6,20,6,1,0,night,1,0.3333,low_demand,1.0,0.1036,21.78,9.94,medium,long,standard
parcel,2024-07-28,completed,kudlu trail,vv puram landing,13,RD7727775481855591,3.22,55.05,13.63,68.68,qr scan,2024-07-28 11:44:29,2024,7,11,6,1,0,late_morning,1,0.0,low_demand,1.05,0.1053,14.86,21.33,short,quick,budget
parcel,2024-07-31,completed,hulimavu bridge,jp nagar pass,14,RD0358130276022888,3.23,69.85,8.93,78.78,paytm,2024-07-31 05:05:27,2024,7,5,2,0,0,late_night,1,0.0,low_demand,1.01,0.1053,13.84,24.39,short,quick,standard
bike,2024-07-28,completed,bommasandra mews,bagalur 6th stage,15,RD8091620100342315,3.1,45.91,26.07,71.98,qr scan,2024-07-28 07:31:10,2024,7,7,6,1,0,morning_rush,1,0.0,low_demand,1.02,0.1036,12.4,23.22,short,quick,budget
cab_economy,2024-06-27,completed,hebbal quay,agara village,32,RD8819565640214298,11.91,273.98,2.59,276.57,paytm,2024-06-27 21:13:35,2024,6,21,3,0,0,night,1,0.0,low_demand,1.0,0.1074,22.33,23.22,medium,long,premium
parcel,2024-07-09,completed,devarachikkanahalli landing,arekere landing,18,RD1305997113901423,1.44,47.91,6.11,54.02,amazon pay,2024-07-09 17:28:36,2024,7,17,1,0,1,evening_rush,1,0.1429,high_demand,1.0,0.1053,4.8,37.51,short,moderate,budget
bike_lite,2024-08-03,completed,vasanth nagar cutting,magadi road sector,5,RD3537817874678358,1.76,20.21,11.79,32.0,amazon pay,2024-08-03 21:46:07,2024,8,21,5,1,0,night,1,0.0,low_demand,1.0,0.0995,21.12,18.18,short,quick,budget
auto,2024-06-25,completed,kothanur harbor,benson town township,14,RD3855564907413553,3.77,88.24,1.04,89.28,paytm,2024-06-25 14:53:52,2024,6,14,1,0,0,afternoon,1,0.125,high_demand,0.97,0.1028,16.16,23.68,short,quick,standard
auto,2024-07-10,completed,vidyaranyapura view,basaveshwaranagar fork,6,RD1997983604092905,4.16,116.88,6.88,123.76,qr scan,2024-07-10 04:13:54,2024,7,4,2,0,0,late_night,1,0.1667,high_demand,1.0,0.1028,41.6,29.75,short,quick,standard
cab_economy,2024-06-19,completed,kadugodi arcade,dodda banaswadi arcade,30,RD9646330777898305,9.15,254.31,15.04,269.35,gpay,2024-06-19 07:49:28,2024,6,7,2,0,0,morning_rush,1,0.1667,high_demand,1.02,0.1074,18.3,29.44,medium,moderate,premium
bike,2024-07-02,completed,nelamangala fields,balagere village,12,RD0288666643247449,1.74,54.96,1.78,56.74,gpay,2024-07-02 10:01:02,2024,7,10,1,0,1,late_morning,1,0.0,low_demand,1.0,0.1036,8.7,32.61,short,quick,budget
bike,2024-06-18,completed,koramangala 4th block harbor,chikkalasandra 6th block,45,RD8409702323737021,11.7,164.51,1.39,165.9,qr scan,2024-06-18 17:19:34,2024,6,17,1,0,1,evening_rush,1,0.0,medium_demand,1.0,0.1036,15.6,14.18,medium,long,premium
bike_lite,2024-06-18,cancelled,doddaballapur square,rt nagar crescent,10,RD4193078732147924,3.56,0.0,0.0,0.0,not_applicable,2024-06-18 04:11:04,2024,6,4,1,0,0,late_night,0,0.25,high_demand,1.0,0.0995,21.36,0.0,short,quick,cancelled
parcel,2024-07-31,completed,hosur road esplanade,hebbal kempapura way,57,RD9337299629746459,19.54,301.66,2.32,303.98,amazon pay,2024-07-31 04:57:17,2024,7,4,2,0,0,late_night,1,0.0,low_demand,1.0,0.1053,20.57,15.56,long,long,premium
cab_economy,2024-07-18,completed,doddaballapur 2nd block,yeshwanthpur grove,9,RD5447678594834170,4.04,170.16,7.16,177.32,gpay,2024-07-18 01:48:32,2024,7,1,3,0,0,late_night,1,0.0,high_demand,1.01,0.1074,26.93,43.89,short,quick,premium
parcel,2024-06-26,completed,banaswadi pass,rachenahalli 6th block,21,RD9879673989265766,5.86,87.03,10.55,97.58,qr scan,2024-06-26 08:30:25,2024,6,8,2,0,1,morning_rush,1,0.1,high_demand,1.0,0.1053,16.74,16.65,medium,moderate,standard
auto,2024-06-27,completed,attibele fork,basaveshwaranagar court,20,RD0973452318685116,4.7,110.5,4.61,115.11,gpay,2024-06-27 13:46:47,2024,6,13,3,0,0,afternoon,1,0.0,medium_demand,1.02,0.1028,14.1,24.49,short,moderate,standard
auto,2024-08-11,completed,subramanyapura 4th block,horamavu agara viewpoint,17,RD4827736085016980,2.44,120.16,5.39,125.55,amazon pay,2024-08-11 18:50:59,2024,8,18,6,1,1,evening_rush,1,0.0,medium_demand,1.0,0.1028,8.61,51.45,short,moderate,standard
auto,2024-07-08,completed,horamavu road,jalahalli garden,34,RD8819222824838107,5.96,205.93,12.64,218.57,qr scan,2024-07-08 08:54:20,2024,7,8,0,0,1,morning_rush,1,0.0,medium_demand,1.0,0.1028,10.52,36.67,medium,long,premium
parcel,2024-06-22,completed,peenya landing,benniganahalli court,12,RD5807010359416667,2.14,43.09,13.86,56.95,gpay,2024-06-22 14:21:02,2024,6,14,5,1,0,afternoon,1,0.25,medium_demand,0.97,0.1053,10.7,26.61,short,quick,budget
bike,2024-08-05,completed,yelahanka new town way,mahadevapura terrace,51,RD7581617275730169,15.21,172.58,12.91,185.49,amazon pay,2024-08-05 18:08:58,2024,8,18,0,0,1,evening_rush,1,0.0,low_demand,1.0,0.1036,17.89,12.2,long,long,premium
bike,2024-07-05,completed,horamavu alcove,mahadevapura sector,11,RD5383317784572489,2.98,40.54,2.24,42.78,gpay,2024-07-05 11:52:00,2024,7,11,4,0,0,late_morning,1,0.1667,high_demand,1.05,0.1036,16.25,14.36,short,quick,budget
auto,2024-07-09,completed,kadugodi circle,jakkur court,35,RD6936819461099608,9.08,304.33,5.45,309.78,qr scan,2024-07-09 04:11:44,2024,7,4,1,0,0,late_night,1,0.0,low_demand,1.0,0.1028,15.57,34.12,medium,long,premium
bike,2024-08-07,completed,chokkanahalli 4th stage,attibele 6th block,24,RD5356376196071458,9.63,80.15,38.06,118.21,amazon pay,2024-08-07 15:40:07,2024,8,15,2,0,0,afternoon,1,0.0,medium_demand,1.0,0.1036,24.08,12.28,medium,moderate,standard
bike,2024-07-24,completed,hulimavu estate,horamavu agara promenade,26,RD4865750602529116,4.82,68.1,5.52,73.62,qr scan,2024-07-24 09:59:07,2024,7,9,2,0,1,morning_rush,1,0.0,medium_demand,1.03,0.1036,11.12,15.27,short,moderate,budget
cab_economy,2024-07-14,completed,hebbal esplanade,adugodi works,54,RD7243026405640749,18.29,399.14,5.52,404.66,qr scan,2024-07-14 04:26:07,2024,7,4,6,1,0,late_night,1,0.0,high_demand,1.0,0.1074,20.32,22.12,long,long,premium
bike,2024-07-08,completed,lingarajapuram pass,kadubeesanahalli meadows,15,RD8449407086176477,5.0,49.64,6.66,56.3,qr scan,2024-07-08 20:13:01,2024,7,20,0,0,0,night,1,0.0,high_demand,1.0,0.1036,20.0,11.26,short,quick,budget
cab_economy,2024-07-07,cancelled,horamavu banaswadi 4th block,basavanagudi cross,58,RD8703081105354811,23.95,0.0,0.0,0.0,not_applicable,2024-07-07 13:22:05,2024,7,13,6,1,0,afternoon,0,0.75,medium_demand,1.02,0.1074,24.78,0.0,long,long,cancelled
bike,2024-07-18,completed,srirampura hills,frazer town quadrant,12,RD2175828530195537,5.58,51.91,15.2,67.11,qr scan,2024-07-18 15:57:14,2024,7,15,3,0,0,afternoon,1,0.0,low_demand,1.0,0.1036,27.9,12.03,medium,quick,budget
bike,2024-08-09,cancelled,doddaballapur quadrant,bommasandra 4th stage,20,RD2668484799827220,4.55,0.0,0.0,0.0,not_applicable,2024-08-09 02:20:57,2024,8,2,4,0,0,late_night,0,0.1667,high_demand,0.96,0.1036,13.65,0.0,short,moderate,cancelled
bike,2024-07-13,completed,pai layout 1st stage,naganathapura landing,16,RD1228973147501024,4.81,72.0,0.69,72.69,gpay,2024-07-13 05:17:59,2024,7,5,5,1,0,late_night,1,0.0,low_demand,1.01,0.1036,18.04,15.11,short,moderate,budget
parcel,2024-08-14,completed,indiranagar dam,kasturi nagar track,67,RD8806664431615785,25.87,312.86,13.7,326.56,gpay,2024-08-14 00:48:22,2024,8,0,2,0,0,late_night,1,0.0,low_demand,0.98,0.1053,23.17,12.62,long,long,premium
bike_lite,2024-07-18,completed,kudlu 3rd block,bikasipura quay,15,RD3545957640777483,4.84,37.91,21.51,59.42,paytm,2024-07-18 12:39:22,2024,7,12,3,0,0,late_morning,1,0.0,medium_demand,1.0,0.0995,19.36,12.28,short,quick,budget
auto,2024-07-15,completed,yelahanka 1st block,naganathapura 6th block,13,RD2062100921425994,2.66,82.56,2.4,84.96,paytm,2024-07-15 15:00:26,2024,7,15,0,0,0,afternoon,1,0.0,low_demand,1.0,0.1028,12.28,31.94,short,quick,standard
auto,2024-07-18,completed,nagawara alcove,banaswadi place,5,RD8843258001766433,3.06,62.52,1.91,64.43,qr scan,2024-07-18 11:30:13,2024,7,11,3,0,0,late_morning,1,0.0,low_demand,1.05,0.1028,36.72,21.06,short,quick,budget
auto,2024-07-05,completed,mahalakshmi layout 6th stage,horamavu agara cut,17,RD0913082024099773,6.21,122.6,5.52,128.12,amazon pay,2024-07-05 16:36:06,2024,7,16,4,0,0,evening_rush,1,0.0,high_demand,0.98,0.1028,21.92,20.63,medium,moderate,standard
auto,2024-06-22,completed,horamavu banaswadi bridge,kodigehalli square,20,RD6568869274554108,7.56,139.96,2.94,142.9,qr scan,2024-06-22 14:32:04,2024,6,14,5,1,0,afternoon,1,0.0,high_demand,0.97,0.1028,22.68,18.9,medium,moderate,standard
parcel,2024-08-11,completed,chandra layout dam,magadi road plaza,12,RD3810162371418138,4.12,56.32,12.77,69.09,amazon pay,2024-08-11 16:45:00,2024,8,16,6,1,0,evening_rush,1,0.0,medium_demand,0.98,0.1053,20.6,16.77,short,quick,budget
cab_economy,2024-07-28,completed,kudlu gate arcade,jayanagar esplanade,26,RD9703961817753766,11.71,250.19,25.68,275.87,qr scan,2024-07-28 06:53:07,2024,7,6,6,1,0,morning_rush,1,0.0,low_demand,1.0,0.1074,27.02,23.56,medium,moderate,premium
parcel,2024-07-26,completed,hrbr layout enclave,chandra layout 3rd stage,26,RD8273655084365435,8.66,105.22,2.96,108.18,paytm,2024-07-26 16:51:32,2024,7,16,4,0,0,evening_rush,1,0.0,high_demand,0.98,0.1053,19.98,12.49,medium,moderate,standard
bike,2024-07-16,completed,jayanagar close,agara alcove,12,RD6618816001600376,4.5,50.39,5.52,55.91,qr scan,2024-07-16 07:51:14,2024,7,7,1,0,0,morning_rush,1,0.0,low_demand,1.02,0.1036,22.5,12.42,short,quick,budget
bike_lite,2024-07-30,cancelled,nagasandra cross,kalyan nagar 4th block,18,RD5539551482342000,2.93,0.0,0.0,0.0,not_applicable,2024-07-30 10:35:19,2024,7,10,1,0,1,late_morning,0,0.5,low_demand,1.0,0.0995,9.77,0.0,short,moderate,cancelled
auto,2024-06-20,completed,munnekollal station,sarjapur crescent,14,RD3817870456301934,5.15,100.8,1.47,102.27,qr scan,2024-06-20 14:08:59,2024,6,14,3,0,0,afternoon,1,0.3333,high_demand,0.97,0.1028,22.07,19.86,medium,quick,standard
parcel,2024-07-29,completed,mahadevapura station,koramangala 4th block alcove,8,RD1471281137237438,3.14,45.47,0.01,45.48,gpay,2024-07-29 20:46:42,2024,7,20,0,0,0,night,1,0.1429,high_demand,1.0,0.1053,23.55,14.48,short,quick,budget
parcel,2024-07-14,completed,koramangala 4th block 4th block,marathahalli close,24,RD2402108339565299,4.53,102.93,3.25,106.18,qr scan,2024-07-14 17:58:04,2024,7,17,6,1,1,evening_rush,1,0.0,low_demand,1.0,0.1053,11.32,23.44,short,moderate,standard
bike_lite,2024-07-13,completed,mahalakshmi layout cutting,doddakannelli complex,27,RD9769815282135283,6.48,76.56,5.5,82.06,amazon pay,2024-07-13 23:25:46,2024,7,23,5,1,0,late_night,1,0.25,medium_demand,0.96,0.0995,14.4,12.66,medium,moderate,standard
cab_economy,2024-07-20,completed,doddanekundi meadows,horamavu banaswadi commons,28,RD2893534157871005,9.59,336.09,19.47,355.56,paytm,2024-07-20 04:32:13,2024,7,4,5,1,0,late_night,1,0.1,high_demand,1.0,0.1074,20.55,37.08,medium,moderate,premium
bike,2024-07-15,completed,benson town enclave,banerghatta road square,10,RD4273882428230510,2.99,44.65,0.62,45.27,gpay,2024-07-15 05:56:45,2024,7,5,0,0,0,late_night,1,0.0,high_demand,1.01,0.1036,17.94,15.14,short,quick,budget
auto,2024-06-21,completed,harohalli 1st block,frazer town works,18,RD0928237602536719,4.69,118.35,14.33,132.68,gpay,2024-06-21 04:01:10,2024,6,4,4,0,0,late_night,1,0.25,medium_demand,1.0,0.1028,15.63,28.29,short,moderate,standard
auto,2024-07-21,completed,kothanur extension,kaval byrasandra woods,35,RD9812160470208991,14.54,230.22,30.75,260.97,gpay,2024-07-21 06:11:15,2024,7,6,6,1,0,morning_rush,1,0.1111,high_demand,1.0,0.1028,24.93,17.95,medium,long,premium
cab_economy,2024-07-31,completed,sonnenahalli square,agrahara layout valley,23,RD8626786380170710,4.36,201.75,11.71,213.46,amazon pay,2024-07-31 10:03:19,2024,7,10,2,0,1,late_morning,1,0.0,high_demand,1.0,0.1074,11.37,48.96,short,moderate,premium
cab_economy,2024-07-04,completed,adugodi summit,yelahanka nagar,12,RD9566222955291577,2.19,154.6,32.82,187.42,gpay,2024-07-04 17:00:26,2024,7,17,3,0,1,evening_rush,1,0.0,high_demand,1.0,0.1074,10.95,85.58,short,quick,premium
bike,2024-07-03,cancelled,byatarayanapura cut,nagwara square,9,RD2079646076913962,2.73,0.0,0.0,0.0,not_applicable,2024-07-03 11:26:33,2024,7,11,2,0,0,late_morning,0,0.5,medium_demand,1.05,0.1036,18.2,0.0,short,quick,cancelled
parcel,2024-06-21,completed,mahadevapura circle,vv puram nagar,16,RD6950857193890853,4.58,99.29,6.05,105.34,paytm,2024-06-21 05:30:41,2024,6,5,4,0,0,late_night,1,0.0,low_demand,1.01,0.1053,17.18,23.0,short,moderate,standard
bike,2024-06-24,completed,hennur yard,giri nagar hills,13,RD1141277293103726,2.0,38.15,6.28,44.43,gpay,2024-06-24 14:08:06,2024,6,14,0,0,0,afternoon,1,0.1667,high_demand,0.97,0.1036,9.23,22.22,short,quick,budget
cab_economy,2024-06-22,completed,hrbr layout cut,nagarbhavi extension,27,RD1652909475257551,9.76,222.86,12.43,235.29,amazon pay,2024-06-22 07:45:07,2024,6,7,5,1,0,morning_rush,1,0.0,high_demand,1.02,0.1074,21.69,24.11,medium,moderate,premium
bike,2024-07-17,completed,yelahanka new town bay,hulimavu 2nd block,5,RD2996384548905204,1.2,40.98,13.15,54.13,gpay,2024-07-17 09:24:55,2024,7,9,2,0,1,morning_rush,1,0.1429,high_demand,1.03,0.1036,14.4,45.11,short,quick,budget
bike,2024-07-31,completed,frazer town plaza,gottigere grove,16,RD8450847262880625,4.2,88.26,1.76,90.02,paytm,2024-07-31 10:48:00,2024,7,10,2,0,1,late_morning,1,0.0,low_demand,1.0,0.1036,15.75,21.43,short,moderate,standard
auto,2024-07-01,completed,kengeri esplanade,kothaguda pointe,13,RD4317298057110529,4.14,138.75,2.21,140.96,qr scan,2024-07-01 01:00:37,2024,7,1,0,0,0,late_night,1,0.0,low_demand,1.01,0.1028,19.11,34.05,short,quick,standard
cab_economy,2024-06-30,cancelled,koramangala,chandra layout township,30,RD2117657223419944,11.59,0.0,0.0,0.0,not_applicable,2024-06-30 05:48:04,2024,6,5,6,1,0,late_night,0,0.1017,high_demand,1.01,0.1074,23.18,0.0,medium,moderate,cancelled
parcel,2024-07-08,completed,yeshwanthpur 2nd stage,hoodi complex,21,RD1690216422961017,7.3,93.28,5.52,98.8,gpay,2024-07-08 12:17:22,2024,7,12,0,0,0,late_morning,1,0.0,medium_demand,1.0,0.1053,20.86,13.53,medium,moderate,standard
cab_economy,2024-07-17,completed,koramangala,madivala district,72,RD7614939571536064,23.36,495.15,5.52,500.67,paytm,2024-07-17 20:00:01,2024,7,20,2,0,0,night,1,0.1017,high_demand,1.0,0.1074,19.47,21.43,long,long,premium
parcel,2024-06-25,completed,rt nagar station,jakkur station,28,RD3781264141328612,12.23,174.54,14.8,189.34,amazon pay,2024-06-25 03:11:00,2024,6,3,1,0,0,late_night,1,0.0,low_demand,0.99,0.1053,26.21,15.48,medium,moderate,premium
auto,2024-06-26,completed,ramamurthy nagar drive,hosur road complex,83,RD2742857975201131,16.18,625.91,0.58,626.49,paytm,2024-06-26 18:44:28,2024,6,18,2,0,1,evening_rush,1,0.0909,high_demand,1.0,0.1028,11.7,38.72,long,long,premium
bike,2024-08-02,completed,hennur road quadrant,hennur drive,14,RD9059517431936580,2.48,44.51,3.6,48.11,amazon pay,2024-08-02 17:32:02,2024,8,17,4,0,1,evening_rush,1,0.0,medium_demand,1.0,0.1036,10.63,19.4,short,quick,budget
bike,2024-07-16,completed,peenya close,kudlu gate boulevard,6,RD7973714627000910,1.42,29.72,0.72,30.44,paytm,2024-07-16 11:07:06,2024,7,11,1,0,0,late_morning,1,0.0,low_demand,1.05,0.1036,14.2,21.44,short,quick,budget
auto,2024-07-04,completed,byatarayanapura quarry,kudlu gate court,17,RD3363034253356239,4.19,153.4,1.39,154.79,qr scan,2024-07-04 01:34:56,2024,7,1,3,0,0,late_night,1,0.0,high_demand,1.01,0.1028,14.79,36.94,short,moderate,standard
parcel,2024-07-02,completed,gottigere quarters,subramanyapura summit,9,RD8179740490762155,3.64,50.37,4.68,55.05,paytm,2024-07-02 22:43:44,2024,7,22,1,0,0,night,1,0.0,high_demand,1.01,0.1053,24.27,15.12,short,quick,budget
auto,2024-06-23,completed,benniganahalli drive,nelamangala colony,27,RD3094958090902535,8.47,155.53,13.01,168.54,gpay,2024-06-23 14:14:24,2024,6,14,6,1,0,afternoon,1,0.0,high_demand,0.97,0.1028,18.82,19.9,medium,moderate,premium
cab_economy,2024-07-07,completed,agrahara layout pier,koramangala plaza,32,RD9404719101359038,14.46,344.5,6.13,350.63,paytm,2024-07-07 20:29:18,2024,7,20,6,1,0,night,1,0.0,medium_demand,1.0,0.1074,27.11,24.25,medium,long,premium
bike,2024-07-20,completed,dooravani nagar pass,hoodi farms,5,RD4329734172002268,2.52,40.05,11.92,51.97,gpay,2024-07-20 00:10:27,2024,7,0,5,1,0,late_night,1,0.2,medium_demand,0.98,0.1036,30.24,20.62,short,quick,budget
cab_economy,2024-07-14,completed,chikkalasandra cut,kodigehalli harbor,57,RD6673910522367170,23.98,526.26,0.0,526.26,gpay,2024-07-14 21:44:53,2024,7,21,6,1,0,night,1,0.3333,low_demand,1.0,0.1074,25.24,21.95,long,long,premium
bike,2024-07-14,completed,electronic city layout,dodda banaswadi 4th block,14,RD1134453145890929,3.09,63.75,4.48,68.23,gpay,2024-07-14 17:27:07,2024,7,17,6,1,1,evening_rush,1,0.2222,high_demand,1.0,0.1036,13.24,22.08,short,quick,budget
auto,2024-08-14,completed,chikkajala trail,varthur 6th block,25,RD3516760695551607,4.13,141.4,0.82,142.22,gpay,2024-08-14 10:25:56,2024,8,10,2,0,1,late_morning,1,0.0,high_demand,1.0,0.1028,9.91,34.44,short,moderate,standard
bike_lite,2024-06-21,completed,kormangala,attibele plaza,12,RD0985510559544005,3.79,47.04,3.65,50.69,gpay,2024-06-21 03:37:37,2024,6,3,4,0,0,late_night,1,0.0986,high_demand,0.99,0.0995,18.95,13.37,short,quick,budget
